Stone_NO,Shape,Weight,Color,Clarity,Cut,Polish,Symm,FlrIntens,FlrColor,FColor,FCIntens,FCOverton,Measurement,Diameter_Min,Diameter_Max,Total_Depth,Lab,LabLocation,Lab_Report_No,LabLink,Lab_Report_Date,Laser_Inscription,Treatment,Location,Total_Depth_Per,Table_Diameter_Per,GirdleName,GirdleThin_ID,GirdleThick_ID,Girdle_Per,GirdleCon,CuletSize,CuletCon,CrownHeight,CrownAngle,PavillionHeight,PavillionAngle,PairStock_No,Parcels_Stone,Comment,KeyToSymbols,Shade,StarLength,LowerHalve,Table_Inclusion,Black_Inclusion,Side_Inclusion,Open_Inclusion,Brand,HnA,Ratio,Eyeclean,Tinge,Feather_Inclusion,Milkey,Luster,Internal_Graining,Surface_Graining,Natural_Type,ExtraFacet,Fancy_Color_Description,Stone_Comment,NewArrival,StockStatus,Is_VedioExist,Is_imgExist,Is_CertyExist,Certificate_file_url,Stone_Img_url,Video_url,Lab_Report_Comment,Remarks,Control_No,LiveRAP,SaleDis,SaleRate,SaleAmt,BIS,BIC,WIS,WIC,CVD_HPHT
KG-92908,ROUND,0.320,G,VS2,EX,EX,EX,NON,,,,,4.37 - 4.39 * 2.75,4.37,4.39,2.75,GIA,,6462980824,https://www.gia.edu/report-check?reportno=6462980824,,,,HK,62.70,56.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.00,36.50,43.00,40.80,,,,Cloud  Crystal,,,,SB0,TB2,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-92908.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-92908,,,,1800.0,-26.0,1332.0,426.24,,,,,
KG-92919,ROUND,0.350,H,VS2,EX,EX,EX,NON,,,,,4.46 - 4.49 * 2.79,4.46,4.49,2.79,GIA,,2466980241,https://www.gia.edu/report-check?reportno=2466980241,,,,HK,62.40,59.00,MED to STK,MED,STK,4.00,FACETED,NONE,,14.50,35.50,43.50,41.20,,,,Cloud  Crystal,,,,SB0,TB1,SF1,SC0,,,0.99,,,TF2,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-92919.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-92919,,,,1700.0,-31.0,1173.0,410.55,,,,,
KG-92979,ROUND,0.300,G,VS2,EX,EX,EX,NON,,,,,4.26 - 4.28 * 2.68,4.26,4.28,2.68,GIA,,1479051546,https://www.gia.edu/report-check?reportno=1479051546,,,,HK,62.70,56.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.50,36.50,43.00,40.60,,,,Crystal  Feather,,,,SB0,TB2,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-92979.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-92979,,,,1800.0,-30.0,1260.0,378.0,,,,,
KG-93000,ROUND,0.300,H,VS1,EX,EX,EX,NON,,,,,4.25 - 4.28 * 2.68,4.25,4.28,2.68,GIA,,7471051777,https://www.gia.edu/report-check?reportno=7471051777,,,,HK,62.70,58.00,STK,STK,,4.00,FACETED,NONE,,15.00,35.00,44.00,41.40,,,,Feather  Needle  Pinpoint,,,,SB0,TB2,SF0,SC0,,,0.99,,,TF1,,,,,,,  ,,18/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93000.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93000,,,,1900.0,-27.0,1387.0,416.1,,,,,
KG-93012,ROUND,0.320,I,VS1,EX,EX,EX,NON,,,,,4.34 - 4.36 * 2.72,4.34,4.36,2.72,GIA,,1478051477,https://www.gia.edu/report-check?reportno=1478051477,,,,HK,62.50,58.00,MED to STK,MED,STK,4.00,FACETED,NONE,,15.00,35.50,43.50,41.20,,,,Crystal  Needle  Cloud  Pinpoint,,,,SB0,TB1,SF0,SC0,,,1,,,TF1,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93012.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93012,,,,1700.0,-33.0,1139.0,364.48,,,,,
KG-93021,ROUND,0.330,E,VS1,EX,EX,EX,NON,,,,,4.42 - 4.44 * 2.75,4.42,4.44,2.75,GIA,,6472051451,https://www.gia.edu/report-check?reportno=6472051451,,,,HK,62.10,59.00,MED to STK,MED,STK,4.00,FACETED,NONE,,14.50,35.50,43.50,41.00,,,,Cloud  Feather,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93021.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93021,,,,2200.0,-30.0,1540.0,508.2,,,,,
KG-93027,ROUND,0.300,H,VS2,EX,EX,EX,NON,,,,,4.26 - 4.28 * 2.67,4.26,4.28,2.67,GIA,,1475051972,https://www.gia.edu/report-check?reportno=1475051972,,,,HK,62.60,57.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.00,36.50,43.00,40.80,,,,Cloud  Crystal  Feather,,,,SB0,TB2,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,AVAILABLE,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93027.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93027,,,,1700.0,-27.1,1239.3,371.79,,,,,
KG-93053,ROUND,0.300,E,VS1,EX,EX,EX,NON,,,,,4.26 - 4.28 * 2.66,4.26,4.28,2.66,GIA,,2476051875,https://www.gia.edu/report-check?reportno=2476051875,,,,HK,62.30,58.00,STK,STK,,4.00,FACETED,NONE,,15.00,35.50,43.00,41.00,,,,Cloud,,,,SB0,TB0,SF1,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93053.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93053,,,,2200.0,-31.0,1518.0,455.4,,,,,
KG-93054,ROUND,0.300,F,VS1,EX,EX,EX,NON,,,,,4.28 - 4.29 * 2.67,4.28,4.29,2.67,GIA,,6475051187,https://www.gia.edu/report-check?reportno=6475051187,,,,HK,62.40,56.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.00,36.50,42.50,40.60,,,,Crystal  Feather  Pinpoint  Needle,,,,SB0,TB2,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93054.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93054,,,,2100.0,-31.0,1449.0,434.7,,,,,
KG-93068,ROUND,0.300,I,VS1,EX,EX,EX,FNT,,,,,4.24 - 4.27 * 2.67,4.24,4.27,2.67,GIA,,2477051154,https://www.gia.edu/report-check?reportno=2477051154,,,,HK,62.70,58.00,MED to STK,MED,STK,4.00,FACETED,NONE,,15.00,35.00,43.50,41.20,,,,Crystal  Feather,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93068.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93068,,,,1700.0,-39.0,1037.0,311.1,,,,,
KG-93147,ROUND,0.340,H,SI1,EX,EX,EX,NON,,,,,4.48 - 4.50 * 2.80,4.48,4.50,2.80,GIA,,7471051032,https://www.gia.edu/report-check?reportno=7471051032,,,,HK,62.40,59.00,MED to STK,MED,STK,4.00,FACETED,NONE,,14.00,34.00,44.50,41.80,,,,Crystal  Feather,,,,SB1,TB0,SF1,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93147.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93147,,,,1500.0,-33.0,1005.0,341.7,,,,,
KG-93158,ROUND,0.300,G,SI1,EX,EX,EX,NON,,,,,4.28 - 4.30 * 2.67,4.28,4.30,2.67,GIA,,2474051002,https://www.gia.edu/report-check?reportno=2474051002,,,,HK,62.20,58.00,MED to STK,MED,STK,4.00,FACETED,NONE,,15.00,35.00,43.50,41.20,,,,Feather,,,,SB0,TB0,SF2,SC0,,,1,,,TF1,,,,,,,  ,,18/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93158.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93158,,,,1600.0,-33.0,1072.0,321.6,,,,,
KG-93212,ROUND,0.300,E,VS2,EX,EX,EX,NON,,,,,4.26 - 4.29 * 2.69,4.26,4.29,2.69,GIA,,6475051958,https://www.gia.edu/report-check?reportno=6475051958,,,,HK,62.90,57.00,MED to STK,MED,STK,3.50,FACETED,NONE,,15.00,35.00,44.00,41.60,,,,Feather  Crystal  Cavity,,,,SB1,TB0,SF2,SC0,,,0.99,,,TF0,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93212.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93212,,,,2000.0,-32.0,1360.0,408.0,,,,,
KG-93218,ROUND,0.300,I,VS2,EX,EX,EX,NON,,,,,4.31 - 4.32 * 2.67,4.31,4.32,2.67,GIA,,1479051766,https://www.gia.edu/report-check?reportno=1479051766,,,,HK,61.80,59.00,MED to STK,MED,STK,4.00,FACETED,NONE,,14.50,35.00,43.50,41.20,,,,Feather  Crystal,,,,SB0,TB0,SF2,SC0,,,1,,,TF2,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93218.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93218,,,,1600.0,-35.0,1040.0,312.0,,,,,
KG-93258,ROUND,0.300,F,VS2,VG,EX,VG,NON,,,,,4.17 - 4.20 * 2.68,4.17,4.20,2.68,GIA,,5476051398,https://www.gia.edu/report-check?reportno=5476051398,,,,HK,64.00,58.00,STK to THK,STK,THK,5.00,FACETED,NONE,,16.00,37.50,43.00,40.60,,,,Cloud  Feather,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,,18/07/2023,ONHOLD,NO,NO,NO,,,,,,,1900.0,-37.0,1197.0,359.1,,,,,
KG-93261,ROUND,0.300,H,SI1,EX,EX,EX,NON,,,,,4.31 - 4.32 * 2.67,4.31,4.32,2.67,GIA,,6472051406,https://www.gia.edu/report-check?reportno=6472051406,,,,HK,61.80,59.00,MED to STK,MED,STK,3.50,FACETED,NONE,,15.00,36.00,43.50,41.00,,,,Crystal,,,,SB2,TB2,SF2,SC0,,,1,,,TF1,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93261.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93261,,,,1500.0,-36.0,960.0,288.0,,,,,
KG-93276,ROUND,0.310,F,VS1,EX,EX,EX,NON,,,,,4.36 - 4.38 * 2.68,4.36,4.38,2.68,GIA,,2476052329,https://www.gia.edu/report-check?reportno=2476052329,,,,HK,61.20,59.00,STK,STK,,4.00,FACETED,NONE,,14.00,34.00,43.00,41.00,,,,Needle  Pinpoint,,,,SB0,TB2,SF0,SC0,,,1,,,TF1,,,,,,,  ,,18/07/2023,AVAILABLE,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93276.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93276,,,,2100.0,-31.0,1449.0,449.19,,,,,
KG-93288,ROUND,0.350,K,VS1,EX,EX,EX,NON,,,,,4.48 - 4.50 * 2.80,4.48,4.50,2.80,GIA,,7478052055,https://www.gia.edu/report-check?reportno=7478052055,,,,HK,62.30,58.00,MED to STK,MED,STK,4.00,FACETED,NONE,,15.00,35.50,43.00,41.00,,,,Feather  Needle  Pinpoint,,,,SB1,TB1,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,AVAILABLE,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93288.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93288,,,,1300.0,-33.0,871.0,304.85,,,,,
KG-93303,ROUND,0.300,I,VS2,EX,EX,EX,NON,,,,,4.31 - 4.33 * 2.68,4.31,4.33,2.68,GIA,,7476051282,https://www.gia.edu/report-check?reportno=7476051282,,,,HK,62.00,56.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.00,35.50,42.50,40.60,,,,Feather,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONMEMO,NO,NO,NO,,,,,,,1600.0,-35.0,1040.0,312.0,,,,,
KG-93319,ROUND,0.310,I,VS1,EX,EX,EX,FNT,,,,,4.32 - 4.33 * 2.69,4.32,4.33,2.69,GIA,,5473051831,https://www.gia.edu/report-check?reportno=5473051831,,,,HK,62.20,57.00,MED to STK,MED,STK,4.00,FACETED,NONE,,15.50,35.50,43.00,40.80,,,,Feather  Pinpoint  Cloud,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONMEMO,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93319.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93319,,,,1700.0,-39.0,1037.0,321.47,,,,,
KG-93325,ROUND,0.300,F,VS1,EX,EX,EX,NON,,,,,4.28 - 4.30 * 2.68,4.28,4.30,2.68,GIA,,5473051353,https://www.gia.edu/report-check?reportno=5473051353,,,,HK,62.40,58.00,THN to STK,THN,STK,3.50,FACETED,NONE,,15.50,36.00,43.50,41.20,,,,Cloud  Crystal  Indented Natural  Pinpoint,,,,SB0,TB2,SF0,SC0,,,1,,,TF0,,,,,,,  ,,18/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93325.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93325,,,,2100.0,-31.0,1449.0,434.7,,,,,
KG-89890,ROUND,0.300,K,SI1,EX,EX,EX,FNT,,,,,4.33 - 4.35 * 2.64,4.33,4.35,2.64,GIA,,1465462447,https://www.gia.edu/report-check?reportno=1465462447,,,,HK,60.70,61.00,THN to STK,THN,STK,3.50,FACETED,NONE,,13.50,34.50,44.00,41.40,,,,Crystal,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-89890.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-89890,,,,1100.0,-37.0,693.0,207.9,,,,,
KG-90431,ROUND,0.300,D,VS2,EX,EX,EX,FNT,,,,,4.38 - 4.39 * 2.61,4.38,4.39,2.61,GIA,,6465638026,https://www.gia.edu/report-check?reportno=6465638026,,,,HK,59.50,59.00,MED to STK,MED,STK,3.50,FACETED,NONE,,13.50,33.00,43.00,40.80,,,,Crystal  Feather,,,,SB0,TB1,SF1,SC0,,,1,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-90431.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-90431,,,,2100.0,-31.0,1449.0,434.7,,,,,
KG-92489,ROUND,0.300,J,VS2,EX,EX,EX,FNT,,,,,4.28 - 4.30 * 2.67,4.28,4.30,2.67,GIA,,1465945862,https://www.gia.edu/report-check?reportno=1465945862,,,,HK,62.10,56.00,MED to STK,MED,STK,4.00,FACETED,NONE,,15.50,34.50,42.50,40.60,,,,Cavity  Cloud,,,,SB0,TB0,SF0,SC0,,,1,,,TF2,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-92489.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-92489,,,,1400.0,-39.0,854.0,256.2,,,,,
KG-92626,ROUND,0.300,D,VS2,EX,EX,EX,FNT,,,,,4.26 - 4.28 * 2.69,4.26,4.28,2.69,GIA,,5466980339,https://www.gia.edu/report-check?reportno=5466980339,,,,HK,62.90,56.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.00,36.00,43.50,41.00,,,,Crystal  Feather  Cavity,,,,SB0,TB2,SF0,SC0,,,1,,,TF1,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-92626.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-92626,,,,2100.0,-31.0,1449.0,434.7,,,,,
KG-92681,ROUND,0.300,L,VVS2,EX,EX,EX,NON,,,,,4.26 - 4.28 * 2.68,4.26,4.28,2.68,GIA,,6462981055,https://www.gia.edu/report-check?reportno=6462981055,,,,HK,62.70,56.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.00,36.50,43.00,40.80,,,,Pinpoint  Needle,,,,SB0,TB1,SF0,SC0,,,1,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-92681.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-92681,,,,1200.0,-39.0,732.0,219.6,,,,,
KG-93061,ROUND,0.300,E,VS2,EX,EX,EX,FNT,,,,,4.26 - 4.28 * 2.69,4.26,4.28,2.69,GIA,,6475050849,https://www.gia.edu/report-check?reportno=6475050849,,,,HK,62.90,56.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.00,36.50,43.00,41.00,,,,Feather  Crystal,,,,SB0,TB0,SF2,SC0,,,1,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93061.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93061,,,,2000.0,-38.0,1240.0,372.0,,,,,
KG-93141,ROUND,0.300,J,VS2,EX,EX,EX,NON,,,,,4.25 - 4.27 * 2.68,4.25,4.27,2.68,GIA,,7471075858,https://www.gia.edu/report-check?reportno=7471075858,,,,HK,63.00,56.00,MED to STK,MED,STK,3.50,FACETED,NONE,,16.00,36.50,43.00,41.00,,,,Crystal  Feather  Indented Natural,,,,SB0,TB2,SF0,SC0,,,1,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93141.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93141,,,,1400.0,-35.0,910.0,273.0,,,,,
KG-93167,ROUND,0.300,G,VS1,EX,EX,EX,NON,,,,,4.28 - 4.30 * 2.67,4.28,4.30,2.67,GIA,,1475075746,https://www.gia.edu/report-check?reportno=1475075746,,,,HK,62.20,59.00,MED to STK,MED,STK,4.00,FACETED,NONE,,14.50,35.00,44.00,41.40,,,,Cloud  Needle  Pinpoint,,,,SB0,TB1,SF0,SC0,,,1,,,TF1,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93167.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93167,,,,2000.0,-25.0,1500.0,450.0,,,,,
KG-93360,ROUND,0.310,E,VS2,EX,EX,EX,NON,,,,,4.38 - 4.40 * 2.65,4.38,4.40,2.65,GIA,,6471075849,https://www.gia.edu/report-check?reportno=6471075849,,,,HK,60.40,59.00,STK,STK,,4.00,FACETED,NONE,,13.50,33.00,43.00,40.80,,,,Cloud  Crystal,,,,SB0,TB0,SF2,SC1,,,1,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93360.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93360,,,,2000.0,-32.0,1360.0,421.6,,,,,
KG-93375,ROUND,0.300,E,VS2,EX,EX,EX,NON,,,,,4.33 - 4.35 * 2.61,4.33,4.35,2.61,GIA,,2477075627,https://www.gia.edu/report-check?reportno=2477075627,,,,HK,60.20,58.00,MED to STK,MED,STK,3.50,FACETED,NONE,,14.00,34.00,42.50,40.60,,,,Cloud,,,,SB0,TB0,SF0,SC0,,,1,,,TF2,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93375.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93375,,,,2000.0,-32.0,1360.0,408.0,,,,,
KG-93419,ROUND,0.340,H,SI1,EX,EX,EX,NON,,,,,4.43 - 4.45 * 2.78,4.43,4.45,2.78,GIA,,1478075622,https://www.gia.edu/report-check?reportno=1478075622,,,,HK,62.50,58.00,MED to STK,MED,STK,4.00,FACETED,NONE,,15.00,35.50,43.50,41.00,,,,Crystal  Cloud  Feather,,,,SB2,TB2,SF0,SC0,,,1,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93419.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93419,,,,1500.0,-33.0,1005.0,341.7,,,,,
KG-93433,ROUND,0.300,E,VS2,EX,EX,EX,NON,,,,,4.31 - 4.33 * 2.61,4.31,4.33,2.61,GIA,,6472075311,https://www.gia.edu/report-check?reportno=6472075311,,,,HK,60.50,60.00,MED to STK,MED,STK,4.00,FACETED,NONE,,13.50,34.00,43.00,40.80,,,,Crystal  Feather  Cloud,,,,SB2,TB2,SF0,SC0,,,1,,,TF2,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93433.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93433,,,,2000.0,-32.0,1360.0,408.0,,,,,
KG-93444,ROUND,0.300,G,SI1,EX,EX,EX,NON,,,,,4.37 - 4.38 * 2.59,4.37,4.38,2.59,GIA,,7478076182,https://www.gia.edu/report-check?reportno=7478076182,,,,HK,59.20,60.00,MED to STK,MED,STK,3.50,FACETED,NONE,,13.00,33.00,43.00,40.80,,,,Cloud  Crystal,,,,SB0,TB2,SF0,SC0,,,1,,,TF2,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93444.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93444,,,,1600.0,-33.0,1072.0,321.6,,,,,
KG-93447,ROUND,0.320,K,VS2,EX,EX,EX,NON,,,,,4.35 - 4.38 * 2.71,4.35,4.38,2.71,GIA,,1477076099,https://www.gia.edu/report-check?reportno=1477076099,,,,HK,62.10,60.00,MED to STK,MED,STK,4.00,FACETED,NONE,,14.50,35.50,43.50,41.20,,,,Crystal  Feather,,,,SB2,TB2,SF0,SC1,,,0.99,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93447.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93447,,,,1200.0,-36.0,768.0,245.76,,,,,
KG-93457,ROUND,0.330,G,VS1,EX,EX,EX,NON,,,,,4.41 - 4.43 * 2.77,4.41,4.43,2.77,GIA,,2476078836,https://www.gia.edu/report-check?reportno=2476078836,,,,HK,62.80,58.00,MED to STK,MED,STK,4.00,FACETED,NONE,,14.50,34.00,44.50,41.80,,,,Cloud  Crystal,,,,SB0,TB1,SF0,SC0,,,1,,,TF1,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93457.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93457,,,,2000.0,-26.0,1480.0,488.4,,,,,
KG-93479,ROUND,0.310,F,SI1,EX,EX,EX,FNT,,,,,4.34 - 4.35 * 2.70,4.34,4.35,2.70,GIA,,6475077637,https://www.gia.edu/report-check?reportno=6475077637,,,,HK,62.10,58.00,MED to STK,MED,STK,4.00,FACETED,NONE,,15.00,35.00,43.50,41.00,,,,Cloud  Crystal,,,,SB2,TB2,SF0,SC0,,,1,,,TF2,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93479.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93479,,,,1700.0,-40.0,1020.0,316.2,,,,,
KG-93500,ROUND,0.300,H,VS1,EX,EX,VG,NON,,,,,4.26 - 4.27 * 2.68,4.26,4.27,2.68,GIA,,1475078845,https://www.gia.edu/report-check?reportno=1475078845,,,,HK,62.90,56.00,THN to STK,THN,STK,3.50,FACETED,NONE,,16.00,36.50,43.00,40.80,,,,Crystal  Indented Natural  Feather  Needle,,,,SB2,TB1,SF0,SC0,,,1,,,TF0,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93500.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93500,,,,1900.0,-33.0,1273.0,381.9,,,,,
KG-93505,ROUND,0.330,H,VS1,EX,EX,EX,NON,,,,,4.40 - 4.41 * 2.76,4.40,4.41,2.76,GIA,,6475078919,https://www.gia.edu/report-check?reportno=6475078919,,,,HK,62.70,56.00,THN to STK,THN,STK,3.50,FACETED,NONE,,16.00,36.50,43.00,41.00,,,,Cloud  Pinpoint,,,,SB0,TB0,SF0,SC0,,,1,,,TF1,,,,,,,  ,,31/07/2023,ONHOLD,YES,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-93505.jpg,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/Vision360.html?d=KG-93505,,,,1900.0,-26.0,1406.0,463.98,,,,,
